Instance : pcb1173.tsp
opt distance : 56892
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
27	56892	56893	56892.3
28	56892	56893	56892.1
29	56892	56893	56892
30	56892	56892	56892
trial...9
gene	min	max	ave
1	61352	63946	62774.7
2	60647	62783	61781.3
3	60044	61862	60944.6
4	59550	61034	60252.9
5	59142	60461	59669.5
6	58585	59812	59145.3
7	58161	59242	58708.5
8	57813	58816	58313.7
9	57606	58306	57985.5
10	57459	57990	57721.9
11	57323	57754	57518
12	57192	57516	57353.8
13	57059	57353	57231.5
14	57033	57259	57135
15	56967	57149	57060.2
16	56948	57066	57004.4
17	56935	57022	56967.7
18	56911	56983	56941.4
19	56896	56961	56923.7
20	56894	56928	56912.3
21	56892	56916	56905.2
22	56892	56910	56899.7
23	56892	56907	56895.8
24	56892	56902	56893.2
25	56892	56897	56892.2
26	56892	56897	56892
27	56892	56892	56892
trial...10
gene	min	max	ave
1	61699	63998	62770.9
2	60709	62868	61788
3	60207	61699	60983.8
4	59588	60871	60305.1
5	59213	60329	59713.3
6	58643	59845	59219.2
7	58254	59359	58779.4
8	58005	58856	58386
9	57739	58468	58059.9
10	57541	58147	57794.2
11	57336	57791	57573.2
12	57186	57599	57392.6
13	57104	57388	57248
14	57038	57240	57142.1
15	56970	57148	57066.2
16	56952	57074	57013.7
17	56925	57025	56972.4
18	56908	56973	56942.6
19	56900	56959	56922.1
20	56897	56929	56909.6
21	56894	56915	56902.3
22	56892	56911	56898.5
23	56892	56901	56896.3
24	56892	56901	56895.3
25	56892	56901	56894.4
26	56892	56896	56893.4
27	56892	56896	56892.5
28	56892	56894	56892.1
29	56892	56892	56892
opt count : 7
opt average : 56893.4
convergence generation : 28
