Instance : u724.tsp
opt distance : 41910
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
26	41910	41924	41911.7
27	41910	41924	41910.2
28	41910	41910	41910
trial...8
gene	min	max	ave
1	44678	46517	45584.9
2	44339	45516	44855.6
3	43577	44769	44265.4
4	43419	44147	43810.1
5	42989	43900	43415.7
6	42727	43463	43094.3
7	42599	43120	42849.3
8	42335	42875	42643
9	42198	42735	42484.8
10	42167	42519	42354.1
11	42123	42379	42251.4
12	42066	42278	42165.8
13	41986	42212	42100
14	41968	42134	42044
15	41928	42076	42002.7
16	41915	42026	41974.1
17	41910	41996	41950.5
18	41910	41996	41931.8
19	41910	41946	41919.2
20	41910	41924	41913.7
21	41910	41924	41911.1
22	41910	41924	41910.1
23	41910	41910	41910
trial...9
gene	min	max	ave
1	44424	46478	45559.4
2	43880	45447	44811.9
3	43643	44836	44258.5
4	43320	44304	43804.9
5	43033	43967	43432.5
6	42809	43544	43134.9
7	42589	43153	42886.8
8	42436	42900	42671.6
9	42273	42694	42501.1
10	42195	42599	42362.8
11	42124	42401	42252.1
12	42048	42301	42160.6
13	41980	42200	42088.9
14	41952	42136	42029.1
15	41940	42075	41985.1
16	41928	42010	41957
17	41922	41971	41940.6
18	41922	41950	41931.9
19	41922	41941	41927.2
20	41922	41932	41925.1
21	41922	41928	41923.6
22	41922	41928	41922.7
23	41922	41924	41922.2
24	41922	41924	41922
25	41922	41922	41922
trial...10
gene	min	max	ave
1	44820	46742	45590.9
2	43984	45653	44843.6
3	43746	44940	44281.9
4	43371	44260	43811.5
5	43033	43814	43445.5
6	42825	43502	43146.4
7	42618	43169	42893.7
8	42342	42961	42683.9
9	42294	42702	42509.4
10	42179	42590	42366.8
11	42133	42396	42258.3
12	42047	42302	42175.9
13	42007	42210	42108.7
14	41976	42122	42056.8
15	41956	42080	42014.4
16	41940	42046	41983
17	41917	41997	41961.7
18	41910	41980	41942.2
19	41910	41960	41928.2
20	41910	41939	41918.8
21	41910	41932	41913.4
22	41910	41922	41910.4
23	41910	41910	41910
opt count : 6
opt average : 41917.6
convergence generation : 23.7
