Instance : rl1889.tsp
opt distance : 316536
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
6	323687	329574	326669
7	322083	327106	324513
8	320648	324738	322769
9	319551	322882	321439
10	318740	321864	320304
11	318300	320826	319419
12	318004	319820	318736
13	317400	318931	318182
14	317203	318326	317732
15	316909	317831	317373
16	316745	317571	317106
17	316671	317206	316905
18	316638	316941	316769
19	316547	316789	316691
20	316540	316727	316653
21	316536	316723	316627
22	316536	316663	316597
23	316536	316662	316566
24	316536	316638	316545
25	316536	316558	316538
26	316536	316545	316536
27	316536	316536	316536
trial...9
gene	min	max	ave
1	340852	360581	348958
2	332161	348760	342166
3	329849	343386	336996
4	327821	337384	332736
5	326234	333710	329502
6	323614	329944	326818
7	322510	327207	324686
8	321054	324642	322984
9	319986	323150	321617
10	319122	321863	320496
11	318620	320686	319606
12	317899	319730	318847
13	317443	318956	318249
14	317124	318388	317749
15	316884	317793	317361
16	316798	317550	317071
17	316696	317137	316872
18	316646	316883	316749
19	316626	316782	316675
20	316616	316693	316639
21	316616	316656	316626
22	316616	316648	316621
23	316616	316626	316618
24	316616	316625	316616
25	316616	316616	316616
trial...10
gene	min	max	ave
1	340282	361141	349571
2	334647	353568	342453
3	330323	343449	336940
4	326985	338818	332501
5	325210	333225	329104
6	323469	329841	326469
7	321921	327307	324328
8	320712	324473	322616
9	319590	322990	321150
10	318536	321237	320059
11	317716	320179	319182
12	317348	319372	318503
13	317044	318661	317908
14	316795	318099	317463
15	316714	317649	317125
16	316622	317251	316883
17	316578	317044	316713
18	316558	316767	316622
19	316549	316640	316576
20	316549	316610	316559
21	316549	316571	316555
22	316549	316558	316553
23	316549	316558	316551
24	316549	316558	316549
25	316549	316549	316549
opt count : 2
opt average : 316592
convergence generation : 26
