Instance : u2152.tsp
opt distance : 64253
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
21	64316	64401	64345
22	64307	64348	64327
23	64300	64338	64316.2
24	64300	64329	64308.3
25	64300	64316	64303.3
26	64300	64309	64300.6
27	64300	64307	64300
28	64300	64300	64300
trial...9
gene	min	max	ave
1	70771	73430	72344.5
2	69832	72086	70986.3
3	68889	70789	69829.5
4	67486	69607	68875.3
5	67038	68612	68083.5
6	66828	68086	67414.4
7	65983	67337	66858.3
8	65832	66871	66367.3
9	65512	66389	65959.5
10	65302	65997	65617
11	65083	65622	65326.6
12	64899	65366	65104.7
13	64764	65137	64932.3
14	64610	64948	64797.6
15	64513	64834	64680.7
16	64469	64729	64578.9
17	64389	64607	64489.6
18	64349	64499	64421.7
19	64320	64441	64372
20	64305	64383	64339
21	64302	64344	64318.4
22	64301	64324	64308.8
23	64301	64316	64304.8
24	64300	64312	64303.6
25	64297	64305	64302.5
26	64297	64305	64301.5
27	64297	64304	64300.7
28	64297	64301	64300.2
29	64297	64301	64299.7
30	64297	64301	64298.9
31	64297	64301	64297.9
32	64297	64301	64297.2
33	64297	64297	64297
trial...10
gene	min	max	ave
1	70780	73770	72304.6
2	69512	72063	70964.9
3	68516	70709	69825
4	67958	69726	68846.7
5	67425	68714	68059.7
6	66810	68079	67428.8
7	66327	67498	66881.4
8	65959	66884	66435.2
9	65598	66446	66044.1
10	65379	66104	65733.9
11	65130	65779	65463.2
12	64957	65480	65224.6
13	64813	65230	65028
14	64653	65027	64864.7
15	64563	64880	64737.5
16	64497	64736	64631.4
17	64438	64665	64548.9
18	64376	64586	64478.2
19	64337	64507	64418
20	64313	64438	64370.2
21	64291	64394	64331.3
22	64271	64337	64302.5
23	64258	64308	64280.3
24	64256	64300	64266.5
25	64256	64284	64259
26	64256	64268	64256.5
27	64256	64257	64256
28	64256	64256	64256
opt count : 0
opt average : 64298.1
convergence generation : 30.5
