Instance : vm1084.tsp
opt distance : 239297
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
18	239297	239306	239298
19	239297	239301	239297
20	239297	239297	239297
trial...5
gene	min	max	ave
1	252159	265934	259348
2	250525	260637	255097
3	248467	255290	251750
4	245397	252339	249125
5	244029	249160	247023
6	243230	246849	245378
7	242217	245462	243960
8	241190	244386	242842
9	240629	243193	241941
10	240079	242176	241158
11	239804	241257	240558
12	239604	240715	240094
13	239406	240352	239749
14	239342	240002	239509
15	239309	239607	239379
16	239303	239421	239327
17	239303	239339	239312
18	239303	239328	239305
19	239303	239307	239303
20	239303	239307	239303
21	239303	239303	239303
trial...6
gene	min	max	ave
1	254047	265781	259480
2	250514	259234	255160
3	248495	254909	251847
4	246529	251519	249252
5	243944	249646	247162
6	243105	247183	245487
7	241923	245909	244097
8	241358	244767	242907
9	240753	243112	241946
10	240265	241980	241222
11	239868	241442	240645
12	239687	240845	240220
13	239494	240433	239877
14	239351	240125	239654
15	239322	239834	239516
16	239309	239601	239435
17	239306	239489	239390
18	239304	239425	239357
19	239303	239396	239332
20	239303	239387	239317
21	239303	239328	239312
22	239303	239318	239309
23	239303	239316	239306
24	239303	239316	239303
25	239303	239303	239303
trial...7
gene	min	max	ave
1	254890	265024	259336
2	251102	258511	255076
3	248560	255453	251930
4	246364	252326	249275
5	244908	249624	247181
6	243574	247866	245389
7	242304	245436	243946
8	241597	244384	242768
9	240967	243183	241851
10	240256	242018	241134
11	239933	241358	240563
12	239606	240607	240120
13	239554	240255	239818
14	239456	239855	239625
15	239415	239698	239523
16	239373	239545	239469
17	239358	239505	239433
18	239349	239471	239394
19	239349	239448	239368
20	239349	239397	239354
21	239349	239359	239350
22	239349	239353	239349
23	239349	239353	239349
24	239349	239349	239349
trial...8
gene	min	max	ave
1	252922	264694	259478
2	249612	259174	255079
3	247192	254898	251762
4	245393	251926	249094
5	244403	249439	246972
6	242899	247424	245187
7	241974	245128	243764
8	241209	244270	242680
9	240607	242883	241813
10	240283	241881	241105
11	239856	241263	240532
12	239570	240580	240119
13	239531	240203	239828
14	239442	239910	239634
15	239406	239694	239528
16	239390	239540	239475
17	239382	239524	239437
18	239382	239506	239406
19	239382	239464	239389
20	239382	239437	239384
21	239382	239386	239382
22	239382	239386	239382
23	239382	239382	239382
trial...9
gene	min	max	ave
1	254642	265465	259286
2	250707	258064	254915
3	247967	254852	251713
4	245725	251768	249087
5	244506	249786	246917
6	242507	247270	245179
7	241798	246137	243765
8	241154	244017	242569
9	240418	242792	241617
10	240155	241654	240868
11	239775	240997	240315
12	239533	240315	239932
13	239471	239984	239685
14	239396	239825	239538
15	239365	239613	239450
16	239353	239491	239404
17	239334	239417	239382
18	239334	239401	239366
19	239334	239397	239355
20	239321	239382	239349
21	239321	239349	239348
22	239321	239349	239346
23	239321	239349	239344
24	239321	239349	239340
25	239321	239349	239336
26	239321	239349	239331
27	239321	239349	239328
28	239321	239334	239325
29	239321	239334	239322
30	239321	239334	239321
31	239321	239321	239321
trial...10
gene	min	max	ave
1	254380	264957	259647
2	251103	258947	255496
3	249198	255250	252191
4	247372	252491	249599
5	245307	249271	247535
6	243471	247806	245805
7	242549	246002	244350
8	241617	244627	243201
9	240986	243205	242222
10	240321	242456	241439
11	240100	241788	240816
12	239685	241036	240321
13	239515	240457	239978
14	239447	240111	239717
15	239385	239787	239552
16	239365	239692	239452
17	239351	239563	239392
18	239351	239435	239366
19	239351	239380	239357
20	239351	239368	239353
21	239351	239355	239352
22	239351	239355	239351
23	239351	239351	239351
opt count : 3
opt average : 239320
convergence generation : 23.5
