Instance : d657.tsp
opt distance : 48912
trial : 10
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
4	50216	51417	50857.7
5	49905	50980	50436.2
6	49686	50546	50116.3
7	49599	50129	49860.1
8	49356	49865	49651.9
9	49281	49757	49477.7
10	49177	49526	49341.7
11	49094	49375	49232.5
12	49060	49321	49146.6
13	48967	49176	49075.6
14	48928	49121	49022.8
15	48916	49050	48977.8
16	48916	49009	48943.7
17	48916	48984	48924.1
18	48916	48938	48916.8
19	48916	48927	48916.1
20	48916	48916	48916
trial...8
gene	min	max	ave
1	51971	54527	52974.2
2	51027	52906	52112
3	50739	52081	51426.8
4	50308	51510	50898.2
5	49920	51022	50493.4
6	49685	50604	50161.3
7	49555	50250	49894.3
8	49323	49966	49677.2
9	49243	49740	49505
10	49176	49604	49365.7
11	49095	49474	49247
12	49016	49302	49148.6
13	48947	49185	49067.4
14	48933	49109	49004.4
15	48923	49045	48962.9
16	48916	48976	48937.3
17	48913	48953	48922.7
18	48913	48938	48916.5
19	48913	48916	48914.8
20	48913	48916	48914.2
21	48913	48916	48913.7
22	48913	48916	48913.3
23	48913	48914	48913.1
24	48913	48913	48913
trial...9
gene	min	max	ave
1	51706	54043	52851.1
2	51185	52884	51986.1
3	50491	52189	51335.3
4	50232	51313	50819.2
5	50007	50928	50435.5
6	49846	50697	50119.7
7	49556	50163	49863
8	49337	49903	49657.5
9	49273	49733	49494
10	49159	49531	49352.4
11	49060	49390	49246.4
12	49028	49293	49149.9
13	48949	49193	49074.3
14	48919	49114	49013
15	48916	49051	48961.7
16	48914	48989	48928.8
17	48913	48954	48917.5
18	48913	48926	48915.2
19	48913	48916	48914.3
20	48913	48916	48913.6
21	48913	48916	48913.2
22	48913	48913	48913
trial...10
gene	min	max	ave
1	51644	54654	52938.7
2	51141	52969	52072.8
3	50623	52264	51393.3
4	50130	51523	50888.7
5	49992	51087	50474.9
6	49734	50612	50144
7	49531	50274	49875.9
8	49352	49970	49657.7
9	49248	49683	49490.6
10	49169	49545	49358.7
11	49096	49381	49253
12	49050	49301	49170.5
13	49006	49221	49103.5
14	48962	49135	49050.9
15	48925	49076	49008.7
16	48923	49046	48971.8
17	48914	49017	48943.7
18	48913	48981	48928
19	48913	48965	48922.4
20	48913	48923	48920.6
21	48913	48923	48918.7
22	48913	48923	48916.2
23	48913	48923	48914.1
24	48913	48923	48913.1
25	48913	48913	48913
opt count : 0
opt average : 48916.7
convergence generation : 22.8
